rho,rho_idx,sampling_mode,nps_intercept,topic_aware,discipline,n_agents,sla_hours,replication,avg_queue_length,avg_waiting_time_days,avg_capacity_utilisation,percent_cases_closed,avg_individual_nps,organisation_nps,total_cases_arrived,total_cases_closed,avg_case_resolution_time_days,percent_cases_closed_last_335,predicted_nps_variance
0.0,0,hard,10.22,False,LRTF,6,None,40,24.263013698630136,24.646687688913886,0.9744292237442923,0.9451812555260831,7.951356407857811,24.41534144059869,1131,1069,9.075293105505242,0.9406698564593301,0.0019652314935633976
0.0,0,hard,10.22,False,LRTF,6,None,10,109.12054794520547,76.4259292554103,0.9922374429223745,0.8163265306122449,7.805681818181818,16.363636363636363,1078,880,13.121878525468732,0.8055555555555556,0.0017195954587065619
0.0,0,hard,10.22,False,LRTF,6,None,47,9.972602739726028,6.4570732333740235,0.893607305936073,0.9653716216216216,7.8573928258967625,19.77252843394576,1184,1143,4.44270621229818,0.9625228519195612,0.0020356665784974086
0.0,0,hard,10.22,False,LRTF,6,None,34,72.02739726027397,61.36360272616985,0.9808219178082191,0.8934221482098251,7.976700838769804,25.06989748369059,1201,1073,13.258976927183857,0.8862222222222222,0.0016703023924993636
0.0,0,hard,10.22,False,LRTF,6,None,38,51.43287671232877,63.89992983527757,0.9853881278538813,0.9286307053941909,7.841823056300268,19.749776586237715,1205,1119,10.916879012279644,0.9238263950398583,0.001881957450170019
0.0,0,hard,10.22,False,LRTF,6,None,53,7.389041095890411,4.670916481241558,0.85662100456621,0.971756398940865,7.785649409627611,16.530426884650318,1133,1101,3.4232305625333663,0.9699530516431925,0.0019008817301859806
0.0,0,hard,10.22,False,LRTF,6,None,37,61.50958904109589,44.55711881648407,0.9552511415525115,0.9133154602323503,7.800391389432486,17.80821917808219,1119,1022,15.023974364671655,0.9084041548630784,0.0018368441215065219
0.0,0,hard,10.22,False,LRTF,6,None,60,1.9205479452054794,0.6652913516413952,0.780365296803653,0.9902135231316725,7.949685534591195,24.07906558849955,1124,1113,2.126304797319468,0.9895734597156398,0.001871318318224214
0.0,0,hard,10.22,False,LRTF,6,None,50,33.942465753424656,31.61866040661755,0.9529680365296804,0.9781420765027322,7.891061452513966,19.553072625698327,1098,1074,13.032162632809234,0.9766081871345029,0.0019140323609356821
0.0,0,hard,10.22,False,LRTF,6,None,58,6.0,4.076011793847024,0.8511415525114154,0.9709762532981531,7.832427536231884,18.65942028985507,1137,1104,3.570507779787034,0.9693023255813954,0.002024712872919381
